Items_bought,fruit_points,vegetable_points,milk_points,rice_points
"guineagoldpapaya,nendranbanana,greenchilli,capsicum",9,5,0,0
"dasherimango,watermelon,kamiyapapaya,shimlaapple,redonion,tomatolocal,carrot,capsicum,brocoli,buffalomilk,sonamasuririce",19,23,7,3
"redonion,springonion,tomatohybrid,redchilli,redbellpepper,brocoli,sonamasuririce",0,29,0,3
"soursopcustardapple,guineagoldpapaya,kamiyapapaya,rasthalibanana,kashmirapple,redonion,tomatolocal,cherrietomato,redchilli,carrot,gaajar,redbellpepper,buffalomilk,basmatirice",31,41,7,3
"greensapota,muskatpomogranates,sweetsoursopcustardapple,springonion,buffalomilk,basmatirice",7,7,7,3
"muskatpomogranates,soursopcustardapple,guineagoldpapaya,poovanbanana,nendranbanana,galaapple",25,0,0,0
"citronmelon,blacksapota,rubypomogranates,sweetsoursopcustardapple,kamiyapapaya,nendranbanana,springonion,cherrietomato",25,15,0,0
"blacksapota,muskatpomogranates,hortusgoldpapaya,redchilli,yellowbellpepper",10,11,0,0
"dasherimango,gigerinemelon,springonion,gaajar,brocoli,cowmilk,sonamasuririce",11,18,6,3
"muskatpomogranates,sweetsoursopcustardapple,kamiyapapaya,rasthalibanana,shimlaapple,galaapple,redonion,springonion,cherrietomato,redchilli,gaajar,yellowbellpepper,brocoli,tonedmilk,brownrice",23,40,9,7
"redonion,springonion,tomatolocal,cherrietomato,redchilli,gaajar,redbellpepper,brocoli,tonedmilk",0,45,9,0
"guineagoldpapaya,kamiyapapaya,rasthalibanana,shimlaapple,galaapple,brownonion,tomatohybrid,greenchilli,carrot,capsicum,brocoli,buffalomilk,basmatirice",27,28,7,3
"dholkapomogranates,soursopcustardapple,hortusgoldpapaya,tomatohybrid,redchilli,capsicum,redbellpepper,buffalomilk,basmatirice",11,19,7,3
"kashmirapple,brocoli,cowmilk,buffalomilk",6,3,13,0
"muskatpomogranates,custardapple,guineagoldpapaya,kashmirapple",19,0,0,0
"blacksapota,muskatpomogranates,hortusgoldpapaya,redonion,tomatolocal,cherrietomato,carrot,redbellpepper",10,31,0,0
"muskatpomogranates,guineagoldpapaya,poovanbanana,brocoli",14,3,0,0
"citronmelon,greensapota,buffalomilk,tonedmilk",6,0,16,0
"redonion,brownonion,tomatolocal,greenchilli,carrot,capsicum,brocoli,sonamasuririce,brownrice",0,31,0,10
"sweetsoursopcustardapple,kamiyapapaya,rasthalibanana,shimlaapple,kashmirapple,springonion,cherrietomato,redchilli,gaajar,redbellpepper,yellowbellpepper,cowmilk,basmatirice",26,40,6,3
"dholkapomogranates,sweetsoursopcustardapple,springonion,redchilli,gaajar,buffalomilk,brownrice",4,17,7,7
"muskatpomogranates,kamiyapapaya,nendranbanana,brownonion,redchilli,capsicum,basmatirice",4,11,0,3
"kesarmango,gigerinemelon,soursopcustardapple,rasthalibanana,kashmirapple,buffalomilk",37,0,7,0
"watermelon,blacksapota,custardapple,sweetsoursopcustardapple",19,0,0,0
"greensapota,muskatpomogranates,custardapple,cowmilk,buffalomilk",8,0,13,0
"dasherimango,dholkapomogranates,soursopcustardapple,hortusgoldpapaya,galaapple,brownonion,tomatohybrid,carrot,brownrice",17,20,0,7
"redonion,springonion,cherrietomato,carrot,capsicum,brocoli,brownrice",0,30,0,7
"watermelon,dholkapomogranates,hortusgoldpapaya,redonion,cherrietomato,gaajar,buffalomilk,basmatirice",8,19,7,3
"dholkapomogranates,sweetsoursopcustardapple,poovanbanana,shimlaapple,brownonion,tomatohybrid,buffalomilk,tonedmilk,basmatirice",17,14,16,3
sonamasuririce,0,0,0,3
"dasherimango,badmimango,blacksapota,muskatpomogranates,kamiyapapaya,shimlaapple,brownonion,tomatohybrid,capsicum",31,17,0,0
"cherrietomato,carrot,redbellpepper",0,20,0,0
"cowmilk,buffalomilk",0,0,13,0
"redonion,springonion,tomatolocal,greenchilli,carrot,capsicum,redbellpepper,brocoli,cowmilk,buffalomilk,tonedmilk,sonamasuririce,basmatirice,brownrice",0,38,22,13
"redonion,springonion,greenchilli,gaajar,capsicum,redbellpepper,yellowbellpepper,brocoli,basmatirice",0,41,0,3
"brownonion,tomatolocal,cherrietomato,carrot,capsicum,yellowbellpepper",0,40,0,0
"soursopcustardapple,guineagoldpapaya,kamiyapapaya,nendranbanana,shimlaapple,galaapple,redonion,springonion,tomatohybrid,greenchilli,redchilli,gaajar,capsicum,buffalomilk,basmatirice",29,33,7,3
"custardapple,soursopcustardapple,guineagoldpapaya,poovanbanana,cherrietomato,carrot,capsicum,tonedmilk,sonamasuririce",25,17,9,3
"hortusgoldpapaya,nendranbanana,galaapple,springonion,tomatohybrid,carrot,tonedmilk",5,21,9,0
"carrot,gaajar,capsicum,redbellpepper,yellowbellpepper,brocoli",0,35,0,0
"blacksapota,muskatpomogranates,hortusgoldpapaya,springonion,tomatohybrid,capsicum,yellowbellpepper",10,27,0,0
"cowmilk,buffalomilk",0,0,13,0
"redonion,tomatohybrid,greenchilli,redbellpepper",0,19,0,0
"mammeysapota,dholkapomogranates,sweetsoursopcustardapple,hortusgoldpapaya,rasthalibanana,tomatolocal,redchilli",15,10,0,0
"gigerinemelon,greensapota,sweetsoursopcustardapple,kamiyapapaya,tomatohybrid,carrot,gaajar,capsicum,cowmilk,sonamasuririce",15,25,6,3
"guineagoldpapaya,poovanbanana,rasthalibanana,shimlaapple,tomatohybrid,carrot,brocoli,buffalomilk,brownrice",28,17,7,7
"citronmelon,mammeysapota,greensapota,muskatpomogranates,sweetsoursopcustardapple,rasthalibanana,shimlaapple,brownonion,tomatolocal,cherrietomato,capsicum,buffalomilk,tonedmilk,basmatirice,brownrice",27,25,16,10
"citronmelon,mammeysapota,rubypomogranates,poovanbanana,galaapple",21,0,0,0
"greensapota,soursopcustardapple,kamiyapapaya,nendranbanana",14,0,0,0
"dasherimango,dholkapomogranates,soursopcustardapple,hortusgoldpapaya,galaapple,buffalomilk",17,0,7,0
"hortusgoldpapaya,poovanbanana,shimlaapple",15,0,0,0
"dasherimango,dholkapomogranates,soursopcustardapple,hortusgoldpapaya,galaapple,cowmilk,buffalomilk",17,0,13,0
"kesarmango,mammeysapota,custardapple,poovanbanana,kashmirapple,tomatolocal,greenchilli,redbellpepper,buffalomilk,sonamasuririce",26,16,7,3
"muskatpomogranates,hortusgoldpapaya,tomatohybrid,carrot,gaajar,yellowbellpepper",3,31,0,0
"kamiyapapaya,rasthalibanana,kashmirapple,brownonion,tomatolocal,cherrietomato,carrot,redbellpepper,brocoli,buffalomilk,brownrice",15,37,7,7
"hortusgoldpapaya,kamiyapapaya,rasthalibanana,shimlaapple,kashmirapple,brownonion,tomatohybrid,greenchilli,carrot,redbellpepper,buffalomilk,sonamasuririce",25,28,7,3
"dholkapomogranates,soursopcustardapple,kamiyapapaya,shimlaapple,tomatolocal,greenchilli,redbellpepper,buffalomilk,basmatirice",19,16,7,3
"springonion,cherrietomato,capsicum",0,18,0,0
"brownonion,tomatohybrid,carrot,gaajar,capsicum",0,31,0,0
"watermelon,blacksapota,soursopcustardapple",20,0,0,0
"cowmilk,buffalomilk",0,0,13,0
"cowmilk,buffalomilk",0,0,13,0
"tomatolocal,cherrietomato,gaajar,yellowbellpepper,buffalomilk,sonamasuririce",0,33,7,3
"brownonion,tomatolocal,redchilli,capsicum,yellowbellpepper,buffalomilk,brownrice",0,28,7,7
"sweetsoursopcustardapple,guineagoldpapaya,kamiyapapaya,poovanbanana,nendranbanana,galaapple,springonion,tomatolocal,cherrietomato,redchilli,gaajar,capsicum,brocoli,buffalomilk,sonamasuririce",21,39,7,3
"blacksapota,dholkapomogranates,soursopcustardapple,greenchilli,buffalomilk,basmatirice",16,2,7,3
"springonion,greenchilli,redchilli,capsicum",0,14,0,0
"kamiyapapaya,nendranbanana,galaapple",5,0,0,0
"capsicum,redbellpepper,yellowbellpepper",0,18,0,0
"cowmilk,buffalomilk",0,0,13,0
"cowmilk,buffalomilk",0,0,13,0
"muskatpomogranates,poovanbanana,kashmirapple,springonion,redchilli,capsicum",12,12,0,0
"soursopcustardapple,guineagoldpapaya,kamiyapapaya,rasthalibanana,shimlaapple,tomatohybrid,cherrietomato,greenchilli,carrot,gaajar,yellowbellpepper",33,41,0,0
"blacksapota,dholkapomogranates,muskatpomogranates,sweetsoursopcustardapple,tomatolocal,tomatohybrid,carrot,tonedmilk,basmatirice",12,22,9,3
"mammeysapota,rubypomogranates,kamiyapapaya,springonion,buffalomilk,sonamasuririce",13,7,7,3
custardapple,4,0,0,0
"soursopcustardapple,hortusgoldpapaya,nendranbanana",11,0,0,0
"brownonion,tomatolocal,greenchilli",0,16,0,0
brocoli,0,3,0,0
"guineagoldpapaya,poovanbanana,galaapple,brownonion,tomatolocal,greenchilli,carrot,brocoli,cowmilk,buffalomilk,brownrice",15,25,13,7
"dholkapomogranates,muskatpomogranates,custardapple,guineagoldpapaya,poovanbanana,shimlaapple,brownonion,tomatolocal,tomatohybrid,redchilli,gaajar,yellowbellpepper,buffalomilk",27,41,7,0
"springonion,gaajar,redbellpepper,brocoli,basmatirice",0,24,0,3
"tomatolocal,greenchilli,redchilli,gaajar,redbellpepper,yellowbellpepper,tonedmilk,basmatirice",0,35,9,3
"blacksapota,muskatpomogranates,hortusgoldpapaya",10,0,0,0
"cowmilk,buffalomilk",0,0,13,0
"greensapota,soursopcustardapple,poovanbanana,sonamasuririce",16,0,0,3
"springonion,tomatolocal,greenchilli,carrot,capsicum,yellowbellpepper,buffalomilk,sonamasuririce",0,35,7,3
"dholkapomogranates,rubypomogranates,custardapple,sweetsoursopcustardapple,hortusgoldpapaya,poovanbanana,nendranbanana,kashmirapple",31,0,0,0
"brownonion,cowmilk,buffalomilk",0,6,13,0
"redonion,tomatolocal,cherrietomato,redchilli,capsicum,yellowbellpepper,buffalomilk,brownrice",0,33,7,7
"muskatpomogranates,sweetsoursopcustardapple,hortusgoldpapaya,poovanbanana,shimlaapple,redchilli",19,2,0,0
"brownonion,tomatohybrid,greenchilli,carrot,redbellpepper",0,28,0,0
"blacksapota,custardapple,kamiyapapaya,gaajar,brocoli",13,11,0,0
"soursopcustardapple,guineagoldpapaya,kamiyapapaya,rasthalibanana,brownonion,tomatohybrid,redchilli,gaajar,yellowbellpepper",25,33,0,0
"greensapota,soursopcustardapple,kamiyapapaya,brownonion,cherrietomato,redbellpepper,buffalomilk,basmatirice,brownrice",13,20,7,10
"dasherimango,dholkapomogranates,soursopcustardapple,hortusgoldpapaya,galaapple,tomatolocal,cherrietomato,redchilli,gaajar,redbellpepper,buffalomilk,brownrice",17,32,7,7
"springonion,tomatohybrid,cherrietomato,gaajar,yellowbellpepper,brocoli,buffalomilk,basmatirice",0,43,7,3
"tomatohybrid,cherrietomato,carrot,capsicum,redbellpepper,brocoli,cowmilk,buffalomilk,basmatirice",0,34,13,3
"redonion,springonion,tomatohybrid,greenchilli,carrot,yellowbellpepper,cowmilk,basmatirice",0,35,6,3
"greensapota,muskatpomogranates,sweetsoursopcustardapple,kamiyapapaya,nendranbanana,tomatolocal,greenchilli,carrot,capsicum,yellowbellpepper,buffalomilk",10,28,7,0
"redonion,springonion,tomatohybrid,greenchilli,gaajar,capsicum,brocoli,cowmilk,tonedmilk,sonamasuririce,brownrice",0,34,15,10
"poovanbanana,greenchilli,redbellpepper,tonedmilk,brownrice",5,8,9,7
"muskatpomogranates,sweetsoursopcustardapple,hortusgoldpapaya,rasthalibanana,springonion,tomatohybrid,redchilli,gaajar,yellowbellpepper,buffalomilk",13,34,7,0
"mammeysapota,rubypomogranates,kamiyapapaya,brownonion,cherrietomato,yellowbellpepper,buffalomilk,basmatirice",13,23,7,3
"greensapota,custardapple,nendranbanana,brownonion,tomatohybrid,greenchilli,gaajar,buffalomilk",8,24,7,0
"custardapple,guineagoldpapaya,poovanbanana,tomatohybrid,redchilli",17,10,0,0
"rasthalibanana,nendranbanana,kashmirapple,springonion,cherrietomato,redchilli,gaajar,redbellpepper,brocoli,buffalomilk,sonamasuririce,brownrice",14,34,7,10
"watermelon,kamiyapapaya,poovanbanana,kashmirapple,cowmilk,tonedmilk,basmatirice",18,0,15,3
"soursopcustardapple,guineagoldpapaya,kamiyapapaya,brownonion,greenchilli,capsicum,brocoli,buffalomilk,sonamasuririce",18,14,7,3
"guineagoldpapaya,poovanbanana,nendranbanana,galaapple,springonion,tomatohybrid,greenchilli,carrot,gaajar,redbellpepper,yellowbellpepper,buffalomilk,sonamasuririce",16,46,7,3
"tomatolocal,cherrietomato,carrot,yellowbellpepper,buffalomilk,basmatirice",0,31,7,3
"greensapota,rubypomogranates,soursopcustardapple,kamiyapapaya,poovanbanana,nendranbanana,kashmirapple,tomatolocal,cherrietomato,carrot,gaajar,yellowbellpepper,cowmilk,sonamasuririce",34,39,6,3
"sweetsoursopcustardapple,guineagoldpapaya,poovanbanana,nendranbanana,kashmirapple,springonion,tomatohybrid,redchilli,gaajar,redbellpepper,yellowbellpepper,cowmilk,sonamasuririce",23,40,6,3
"rubypomogranates,guineagoldpapaya,rasthalibanana,carrot,brocoli,buffalomilk,basmatirice",24,9,7,3
"rubypomogranates,custardapple,sweetsoursopcustardapple,kamiyapapaya,poovanbanana,nendranbanana,kashmirapple,springonion,tomatohybrid,redchilli,gaajar,yellowbellpepper,buffalomilk,basmatirice",30,34,7,3
"sweetsoursopcustardapple,nendranbanana,tomatolocal,gaajar,buffalomilk,brownrice",4,16,7,7
"mammeysapota,hortusgoldpapaya,rasthalibanana,kashmirapple,tomatolocal,greenchilli,carrot,redbellpepper,brownrice",17,22,0,7
"soursopcustardapple,guineagoldpapaya,kamiyapapaya,nendranbanana,kashmirapple,brownonion,tomatolocal,greenchilli,gaajar,yellowbellpepper,tonedmilk,basmatirice",25,33,9,3
"cowmilk,basmatirice",0,0,6,3
"hortusgoldpapaya,poovanbanana,nendranbanana,kashmirapple,brownonion,tomatolocal,redchilli,gaajar,yellowbellpepper,buffalomilk,basmatirice",14,33,7,3
basmatirice,0,0,0,3
"springonion,tomatolocal,tomatohybrid,greenchilli,gaajar,redbellpepper",0,39,0,0
"guineagoldpapaya,kamiyapapaya,rasthalibanana,nendranbanana,shimlaapple,kashmirapple",32,0,0,0
"redchilli,gaajar,redbellpepper,sonamasuririce,brownrice",0,16,0,10
"badmimango,mammeysapota,muskatpomogranates,soursopcustardapple,poovanbanana,nendranbanana,redonion,springonion,cherrietomato,redbellpepper,buffalomilk,sonamasuririce",26,24,7,3
"redonion,tomatolocal,greenchilli,gaajar,yellowbellpepper,buffalomilk,basmatirice",0,30,7,3
"greensapota,soursopcustardapple,kamiyapapaya,redonion,greenchilli,buffalomilk,sonamasuririce",13,5,7,3
"kashmirapple,capsicum,redbellpepper,yellowbellpepper,brocoli",6,21,0,0
"muskatpomogranates,custardapple,sweetsoursopcustardapple,hortusgoldpapaya,rasthalibanana,nendranbanana,redonion,springonion,tomatolocal,greenchilli,carrot,capsicum,yellowbellpepper,buffalomilk,basmatirice",18,38,7,3
"gigerinemelon,custardapple,rasthalibanana,brownonion,tomatohybrid,redchilli,cowmilk,brownrice",18,16,6,7
"gigerinemelon,custardapple,rasthalibanana,brownonion,tomatohybrid,redchilli,cowmilk,brownrice",18,16,6,7
"gigerinemelon,custardapple,rasthalibanana,brownonion,tomatohybrid,redchilli,cowmilk,brownrice",18,16,6,7
"gigerinemelon,custardapple,rasthalibanana,brownonion,tomatohybrid,redchilli,cowmilk,brownrice",18,16,6,7
"brocoli,tonedmilk",0,3,9,0
"dasherimango,dholkapomogranates,soursopcustardapple,hortusgoldpapaya,galaapple,redonion,springonion,tomatohybrid,redchilli,carrot,capsicum,yellowbellpepper,buffalomilk,sonamasuririce",17,38,7,3
"muskatpomogranates,rasthalibanana,galaapple,redonion,greenchilli,capsicum,brocoli,buffalomilk,sonamasuririce,brownrice",10,11,7,10
"muskatpomogranates,rasthalibanana,galaapple,redonion,greenchilli,capsicum,brocoli,buffalomilk,sonamasuririce,brownrice",10,11,7,10
"muskatpomogranates,rasthalibanana,galaapple,redonion,greenchilli,capsicum,brocoli,buffalomilk,sonamasuririce,brownrice",10,11,7,10
"muskatpomogranates,rasthalibanana,galaapple,redonion,greenchilli,capsicum,brocoli,buffalomilk,sonamasuririce,brownrice",10,11,7,10
"kesarmango,dholkapomogranates,nendranbanana,springonion,redchilli,yellowbellpepper,buffalomilk,basmatirice",11,18,7,3
"redonion,springonion,cherrietomato,carrot,capsicum,brocoli,buffalomilk,basmatirice",0,30,7,3
"citronmelon,rubypomogranates,hortusgoldpapaya,springonion,cherrietomato,redbellpepper,buffalomilk,sonamasuririce",14,21,7,3
"citronmelon,rubypomogranates,hortusgoldpapaya,springonion,cherrietomato,redbellpepper,buffalomilk,sonamasuririce",14,21,7,3
"citronmelon,rubypomogranates,hortusgoldpapaya,springonion,cherrietomato,redbellpepper,buffalomilk,sonamasuririce",14,21,7,3
"citronmelon,rubypomogranates,hortusgoldpapaya,springonion,cherrietomato,redbellpepper,buffalomilk,sonamasuririce",14,21,7,3
"badmimango,shimlaapple,sonamasuririce",17,0,0,3
"muskatpomogranates,custardapple,guineagoldpapaya,kamiyapapaya,rasthalibanana,nendranbanana,sonamasuririce",23,0,0,3
"rubypomogranates,soursopcustardapple,poovanbanana,tomatolocal,greenchilli,capsicum,cowmilk,sonamasuririce",22,13,6,3
"rubypomogranates,soursopcustardapple,poovanbanana,tomatolocal,greenchilli,capsicum,cowmilk,sonamasuririce",22,13,6,3
"rubypomogranates,soursopcustardapple,poovanbanana,tomatolocal,greenchilli,capsicum,cowmilk,sonamasuririce",22,13,6,3
"rubypomogranates,soursopcustardapple,poovanbanana,tomatolocal,greenchilli,capsicum,cowmilk,sonamasuririce",22,13,6,3
"hortusgoldpapaya,nendranbanana,brownonion,cherrietomato,capsicum,buffalomilk,sonamasuririce",3,17,7,3
"blacksapota,rubypomogranates,soursopcustardapple,hortusgoldpapaya,tomatolocal,carrot",26,14,0,0
"watermelon,sweetsoursopcustardapple,rasthalibanana,redonion,redchilli,capsicum,buffalomilk,sonamasuririce",15,8,7,3
"watermelon,sweetsoursopcustardapple,rasthalibanana,redonion,redchilli,capsicum,buffalomilk,sonamasuririce",15,8,7,3
"watermelon,sweetsoursopcustardapple,rasthalibanana,redonion,redchilli,capsicum,buffalomilk,sonamasuririce",15,8,7,3
"watermelon,sweetsoursopcustardapple,rasthalibanana,redonion,redchilli,capsicum,buffalomilk,sonamasuririce",15,8,7,3
"redonion,brownonion,tomatolocal,cherrietomato,redchilli,gaajar,redbellpepper,buffalomilk,basmatirice",0,41,7,3
"capsicum,redbellpepper,yellowbellpepper,brocoli",0,21,0,0
"greensapota,soursopcustardapple,rasthalibanana,galaapple,redonion,tomatohybrid,capsicum,buffalomilk,sonamasuririce,brownrice",20,14,7,10
"greensapota,soursopcustardapple,rasthalibanana,galaapple,redonion,tomatohybrid,capsicum,buffalomilk,sonamasuririce,brownrice",20,14,7,10
"greensapota,soursopcustardapple,rasthalibanana,galaapple,redonion,tomatohybrid,capsicum,buffalomilk,sonamasuririce,brownrice",20,14,7,10
"greensapota,soursopcustardapple,rasthalibanana,galaapple,redonion,tomatohybrid,capsicum,buffalomilk,sonamasuririce,brownrice",20,14,7,10
buffalomilk,0,0,7,0
"greensapota,soursopcustardapple,poovanbanana,springonion,tomatohybrid,redchilli,buffalomilk,sonamasuririce,brownrice",16,17,7,10
"greensapota,soursopcustardapple,poovanbanana,springonion,tomatohybrid,redchilli,buffalomilk,sonamasuririce,brownrice",16,17,7,10
"greensapota,soursopcustardapple,poovanbanana,springonion,tomatohybrid,redchilli,buffalomilk,sonamasuririce,brownrice",16,17,7,10
"greensapota,soursopcustardapple,poovanbanana,springonion,tomatohybrid,redchilli,buffalomilk,sonamasuririce,brownrice",16,17,7,10
basmatirice,0,0,0,3
"gigerinemelon,blacksapota,guineagoldpapaya,redonion,cherrietomato,gaajar,buffalomilk,basmatirice",22,19,7,3
"gigerinemelon,blacksapota,guineagoldpapaya,redonion,cherrietomato,gaajar,buffalomilk,basmatirice",22,19,7,3
"gigerinemelon,blacksapota,guineagoldpapaya,redonion,cherrietomato,gaajar,buffalomilk,basmatirice",22,19,7,3
"gigerinemelon,blacksapota,guineagoldpapaya,redonion,cherrietomato,gaajar,buffalomilk,basmatirice",22,19,7,3
"gigerinemelon,blacksapota,guineagoldpapaya,redonion,cherrietomato,gaajar,buffalomilk,basmatirice",22,19,7,3
"kamiyapapaya,nendranbanana,galaapple,springonion,cherrietomato,greenchilli,redchilli,carrot,redbellpepper,buffalomilk,sonamasuririce",5,31,7,3
"rubypomogranates,sweetsoursopcustardapple,poovanbanana,brownonion,gaajar,buffalomilk,basmatirice",17,14,7,3
"rubypomogranates,sweetsoursopcustardapple,poovanbanana,brownonion,gaajar,buffalomilk,basmatirice",17,14,7,3
"rubypomogranates,sweetsoursopcustardapple,poovanbanana,brownonion,gaajar,buffalomilk,basmatirice",17,14,7,3
"rubypomogranates,sweetsoursopcustardapple,poovanbanana,brownonion,gaajar,buffalomilk,basmatirice",17,14,7,3
"rubypomogranates,sweetsoursopcustardapple,poovanbanana,brownonion,gaajar,buffalomilk,basmatirice",17,14,7,3
"blacksapota,rubypomogranates,soursopcustardapple,kamiyapapaya,kashmirapple,sonamasuririce",32,0,0,3
"redonion,redchilli,capsicum",0,8,0,0
"citronmelon,soursopcustardapple,guineagoldpapaya,shimlaapple,brownonion,tomatohybrid,carrot,capsicum,cowmilk,basmatirice",27,23,6,3
"citronmelon,soursopcustardapple,guineagoldpapaya,shimlaapple,brownonion,tomatohybrid,carrot,capsicum,cowmilk,basmatirice",27,23,6,3
"citronmelon,soursopcustardapple,guineagoldpapaya,shimlaapple,brownonion,tomatohybrid,carrot,capsicum,cowmilk,basmatirice",27,23,6,3
"citronmelon,soursopcustardapple,guineagoldpapaya,shimlaapple,brownonion,tomatohybrid,carrot,capsicum,cowmilk,basmatirice",27,23,6,3
"citronmelon,soursopcustardapple,guineagoldpapaya,shimlaapple,brownonion,tomatohybrid,carrot,capsicum,cowmilk,basmatirice",27,23,6,3
"brownonion,cherrietomato,brownrice",0,14,0,7
"blacksapota,muskatpomogranates,guineagoldpapaya,poovanbanana,springonion,greenchilli,cowmilk,basmatirice",21,9,6,3
"blacksapota,muskatpomogranates,guineagoldpapaya,poovanbanana,springonion,greenchilli,cowmilk,basmatirice",21,9,6,3
"blacksapota,muskatpomogranates,guineagoldpapaya,poovanbanana,springonion,greenchilli,cowmilk,basmatirice",21,9,6,3
"blacksapota,muskatpomogranates,guineagoldpapaya,poovanbanana,springonion,greenchilli,cowmilk,basmatirice",21,9,6,3
"blacksapota,muskatpomogranates,guineagoldpapaya,poovanbanana,springonion,greenchilli,cowmilk,basmatirice",21,9,6,3
"watermelon,mammeysapota,rubypomogranates,hortusgoldpapaya,nendranbanana,brownonion,cherrietomato,gaajar,brocoli,buffalomilk,sonamasuririce",19,25,7,3
"blacksapota,muskatpomogranates,guineagoldpapaya,redonion,tomatohybrid,gaajar,buffalomilk,brownrice",16,19,7,7
"greensapota,custardapple,guineagoldpapaya,rasthalibanana,shimlaapple,redonion,springonion,cherrietomato,redchilli,gaajar,brocoli",30,31,0,0
"greensapota,guineagoldpapaya,poovanbanana,basmatirice,brownrice",16,0,0,10
"gigerinemelon,greensapota,custardapple,rasthalibanana,springonion,greenchilli,redchilli,gaajar,capsicum,buffalomilk,sonamasuririce",21,22,7,3
"redonion,brownonion,springonion,tomatohybrid,greenchilli,gaajar,yellowbellpepper,buffalomilk,basmatirice",0,43,7,3
"soursopcustardapple,guineagoldpapaya,hortusgoldpapaya,shimlaapple,kashmirapple,springonion,tomatolocal,cherrietomato,carrot,redbellpepper,cowmilk,brownrice",32,35,6,7
"poovanbanana,shimlaapple,galaapple,springonion,greenchilli,carrot,redbellpepper,tonedmilk,sonamasuririce,brownrice",15,21,9,10
"watermelon,dholkapomogranates,redonion,redchilli,buffalomilk,sonamasuririce",6,5,7,3
"blacksapota,guineagoldpapaya,redbellpepper,yellowbellpepper,buffalomilk,brownrice",15,15,7,7
"blacksapota,guineagoldpapaya,redbellpepper,yellowbellpepper,buffalomilk,brownrice",15,15,7,7
"dholkapomogranates,soursopcustardapple,rasthalibanana,tomatolocal,cherrietomato,buffalomilk,basmatirice",16,16,7,3
"dholkapomogranates,soursopcustardapple,rasthalibanana,tomatolocal,cherrietomato,buffalomilk,basmatirice",16,16,7,3
"gigerinemelon,dholkapomogranates,guineagoldpapaya,brownonion,cherrietomato,redchilli,yellowbellpepper,buffalomilk,basmatirice",16,25,7,3
"gigerinemelon,dholkapomogranates,guineagoldpapaya,brownonion,cherrietomato,redchilli,yellowbellpepper,buffalomilk,basmatirice",16,25,7,3
"mammeysapota,muskatpomogranates,sweetsoursopcustardapple,redonion,carrot,buffalomilk,brownrice",6,9,7,7
"mammeysapota,muskatpomogranates,sweetsoursopcustardapple,redonion,carrot,buffalomilk,brownrice",6,9,7,7
"poovanbanana,nendranbanana,redonion,tomatolocal,greenchilli,capsicum,brocoli,sonamasuririce,basmatirice,brownrice",6,19,0,13
"citronmelon,muskatpomogranates,soursopcustardapple,sweetsoursopcustardapple,poovanbanana,shimlaapple,redonion,springonion,tomatohybrid,greenchilli,carrot,capsicum,yellowbellpepper,cowmilk",28,38,6,0
"watermelon,greensapota,soursopcustardapple,kamiyapapaya,greenchilli,buffalomilk,basmatirice",18,2,7,3
"watermelon,greensapota,soursopcustardapple,kamiyapapaya,greenchilli,buffalomilk,basmatirice",18,2,7,3
"badmimango,galaapple,cowmilk,basmatirice",11,0,6,3
"brownonion,carrot,gaajar,sonamasuririce",0,20,0,3
"brownonion,carrot,gaajar,sonamasuririce",0,20,0,3
"soursopcustardapple,buffalomilk,basmatirice",8,0,7,3
"soursopcustardapple,buffalomilk,basmatirice",8,0,7,3
"poovanbanana,shimlaapple,cowmilk,tonedmilk,basmatirice",13,0,15,3
"poovanbanana,shimlaapple,cowmilk,tonedmilk,basmatirice",13,0,15,3
"redonion,tomatolocal,tomatohybrid,carrot,brocoli,sonamasuririce",0,28,0,3
"redonion,tomatolocal,cherrietomato,carrot,redbellpepper",0,31,0,0
"rubypomogranates,custardapple,redonion,tomatolocal,buffalomilk",13,11,7,0
"rubypomogranates,custardapple,redonion,tomatolocal,buffalomilk",13,11,7,0
"kamiyapapaya,shimlaapple,greenchilli,carrot,tonedmilk,brownrice",10,8,9,7
"kamiyapapaya,shimlaapple,greenchilli,carrot,tonedmilk,brownrice",10,8,9,7
"mammeysapota,dholkapomogranates,custardapple,sonamasuririce",7,0,0,3
"mammeysapota,dholkapomogranates,custardapple,sonamasuririce",7,0,0,3
"rasthalibanana,nendranbanana,brownonion,basmatirice",8,6,0,3
"rasthalibanana,nendranbanana,brownonion,basmatirice",8,6,0,3
"muskatpomogranates,sweetsoursopcustardapple,hortusgoldpapaya,poovanbanana,nendranbanana,kashmirapple,redonion,tomatolocal,greenchilli,redbellpepper",18,19,0,0
"muskatpomogranates,sweetsoursopcustardapple,hortusgoldpapaya,poovanbanana,nendranbanana,kashmirapple,redonion,tomatolocal,greenchilli,redbellpepper",18,19,0,0
"gigerinemelon,blacksapota,rubypomogranates,custardapple,guineagoldpapaya,nendranbanana,galaapple,springonion",38,7,0,0
"redonion,springonion,tomatohybrid,greenchilli,carrot,capsicum,yellowbellpepper,brocoli",0,41,0,0
"muskatpomogranates,hortusgoldpapaya,poovanbanana,nendranbanana,carrot,capsicum,yellowbellpepper,buffalomilk,basmatirice",9,18,7,3
"redonion,brownonion,tomatolocal,cherrietomato,basmatirice",0,25,0,3
"dholkapomogranates,rubypomogranates,sweetsoursopcustardapple,tomatohybrid,greenchilli,carrot,cowmilk,sonamasuririce",13,16,6,3
